自增ID,款式编码,商品编码,商品名称,颜色及规格,颜色,规格,基本售价,市场吊牌价,分类,商品属性,创建时间,季节,面料成份
361,SPU084,SPU084-红色-XL,套头卫衣秋冬款,红色 修身,红色,修身,427.0,403.0,男装,XL,2025-02-23 12:51:37,夏季,棉
362,SPU085,SPU085-黄色-XL,套头卫衣热卖款,黄色 标准,黄色,标准,327.0,477.0,女装,XL,2024-10-30 08:10:21,春夏,涤纶
363,SPU085,SPU085-黄色-XS,套头卫衣热卖款,黄色 标准,黄色,标准,308.0,251.0,女装,XS,2025-08-18 01:45:51,春夏,麻
364,SPU085,SPU085-黄色-XL,套头卫衣热卖款,黄色 宽松,黄色,宽松,175.0,570.0,女装,XL,2024-08-16 02:57:40,春夏,羊毛
365,SPU086,SPU086-白色-XL,家居服秋冬款,白色 标准,白色,标准,52.0,245.0,内衣,XL,2024-06-17 15:51:15,秋季,麻
366,SPU086,SPU086-白色-M,家居服秋冬款,白色 标准,白色,标准,170.0,519.0,内衣,M,2024-04-13 02:23:11,秋季,混纺
367,SPU086,SPU086-白色-XXL,家居服秋冬款,白色 修身,白色,修身,150.0,113.0,内衣,XXL,2024-08-19 13:52:40,秋季,丝
368,SPU086,SPU086-白色-L,家居服秋冬款,白色 修身,白色,修身,325.0,610.0,内衣,L,2024-11-15 03:44:18,秋季,羊毛
369,SPU087,SPU087-黄色-XXXL,针织衫热卖款,黄色 短款,黄色,短款,198.0,372.0,男装,XXXL,2024-01-28 02:22:11,夏季,羊毛
370,SPU087,SPU087-黄色-XS,针织衫热卖款,黄色 标准,黄色,标准,203.0,342.0,男装,XS,2023-12-26 16:42:57,夏季,麻
371,SPU087,SPU087-黄色-M,针织衫热卖款,黄色 加长,黄色,加长,434.0,449.0,男装,M,2024-11-22 21:16:16,夏季,羊毛
372,SPU087,SPU087-黄色-M,针织衫热卖款,黄色 加长,黄色,加长,165.0,123.0,男装,M,2025-10-11 07:29:16,夏季,羊毛
373,SPU088,SPU088-橙色-均码,童装套装春季款,橙色 短款,橙色,短款,493.0,158.0,童装,均码,2024-11-28 12:32:54,春夏,混纺
374,SPU088,SPU088-橙色-XXL,童装套装春季款,橙色 标准,橙色,标准,181.0,321.0,童装,XXL,2024-01-02 20:52:46,春夏,混纺
375,SPU088,SPU088-橙色-均码,童装套装春季款,橙色 修身,橙色,修身,120.0,509.0,童装,均码,2024-04-27 11:43:52,春夏,羊毛
376,SPU089,SPU089-黄色-XXXL,跑步外套夏季款,黄色 加长,黄色,加长,498.0,116.0,运动,XXXL,2024-04-27 16:01:55,秋冬,丝
377,SPU089,SPU089-黄色-均码,跑步外套夏季款,黄色 宽松,黄色,宽松,219.0,476.0,运动,均码,2025-10-01 23:53:50,秋冬,麻
378,SPU089,SPU089-黄色-S,跑步外套夏季款,黄色 修身,黄色,修身,228.0,248.0,运动,S,2024-11-25 09:23:34,秋冬,棉
379,SPU089,SPU089-黄色-XL,跑步外套夏季款,黄色 宽松,黄色,宽松,439.0,637.0,运动,XL,2024-07-24 18:51:14,秋冬,混纺
380,SPU090,SPU090-紫色-XXXL,训练外套热卖款,紫色 标准,紫色,标准,388.0,393.0,运动,XXXL,2024-01-22 20:06:04,春夏,羊毛
381,SPU090,SPU090-紫色-XL,训练外套热卖款,紫色 标准,紫色,标准,397.0,541.0,运动,XL,2025-03-13 19:51:24,春夏,混纺
382,SPU090,SPU090-紫色-XXL,训练外套热卖款,紫色 短款,紫色,短款,291.0,375.0,运动,XXL,2024-05-17 06:21:44,春夏,麻
383,SPU090,SPU090-紫色-均码,训练外套热卖款,紫色 加长,紫色,加长,179.0,747.0,运动,均码,2024-03-11 17:56:33,春夏,涤纶
384,SPU091,SPU091-米色-XL,家居服夏季款,米色 修身,米色,修身,290.0,334.0,内衣,XL,2024-06-10 18:43:43,秋季,麻
385,SPU091,SPU091-米色-M,家居服夏季款,米色 修身,米色,修身,223.0,557.0,内衣,M,2024-01-11 03:46:44,秋季,麻
386,SPU091,SPU091-米色-XXXL,家居服夏季款,米色 宽松,米色,宽松,336.0,533.0,内衣,XXXL,2025-06-26 02:26:11,秋季,涤纶
387,SPU092,SPU092-黄色-S,套头卫衣经典款,黄色 短款,黄色,短款,307.0,386.0,运动,S,2024-04-23 01:34:35,春季,棉
388,SPU092,SPU092-黄色-XXL,套头卫衣经典款,黄色 短款,黄色,短款,162.0,499.0,运动,XXL,2024-12-06 11:08:12,春季,麻
389,SPU092,SPU092-黄色-S,套头卫衣经典款,黄色 标准,黄色,标准,60.0,521.0,运动,S,2025-05-17 15:23:24,春季,混纺
390,SPU092,SPU092-黄色-XXXL,套头卫衣经典款,黄色 短款,黄色,短款,280.0,235.0,运动,XXXL,2024-03-05 23:47:03,春季,涤纶
391,SPU092,SPU092-黄色-均码,套头卫衣经典款,黄色 标准,黄色,标准,375.0,268.0,运动,均码,2023-12-22 04:44:07,春季,麻
392,SPU093,SPU093-蓝色-XXL,跑步外套春季款,蓝色 宽松,蓝色,宽松,182.0,726.0,运动,XXL,2025-01-26 21:51:14,冬季,涤纶
393,SPU093,SPU093-蓝色-均码,跑步外套春季款,蓝色 加长,蓝色,加长,160.0,522.0,运动,均码,2024-10-03 18:35:11,冬季,涤纶
394,SPU093,SPU093-蓝色-M,跑步外套春季款,蓝色 加长,蓝色,加长,275.0,178.0,运动,M,2024-01-25 15:36:05,冬季,羊毛
395,SPU093,SPU093-蓝色-XXL,跑步外套春季款,蓝色 宽松,蓝色,宽松,160.0,605.0,运动,XXL,2025-05-14 18:42:15,冬季,棉
396,SPU093,SPU093-蓝色-XS,跑步外套春季款,蓝色 修身,蓝色,修身,357.0,384.0,运动,XS,2024-10-06 02:20:24,冬季,羊毛
397,SPU094,SPU094-米色-S,西装外套秋冬款,米色 加长,米色,加长,481.0,718.0,童装,S,2025-05-15 22:33:17,春夏,羊毛
398,SPU094,SPU094-米色-S,西装外套秋冬款,米色 短款,米色,短款,341.0,474.0,童装,S,2024-02-05 01:46:38,春夏,棉
399,SPU094,SPU094-米色-均码,西装外套秋冬款,米色 加长,米色,加长,422.0,142.0,童装,均码,2024-04-12 18:51:11,春夏,麻
400,SPU094,SPU094-米色-XS,西装外套秋冬款,米色 标准,米色,标准,230.0,749.0,童装,XS,2023-11-28 05:17:06,春夏,混纺
401,SPU095,SPU095-绿色-XXXL,西装外套热卖款,绿色 修身,绿色,修身,97.0,693.0,童装,XXXL,2024-04-05 05:19:05,夏季,羊毛
402,SPU095,SPU095-绿色-S,西装外套热卖款,绿色 宽松,绿色,宽松,215.0,560.0,童装,S,2025-01-25 08:58:01,夏季,涤纶
403,SPU095,SPU095-绿色-L,西装外套热卖款,绿色 加长,绿色,加长,145.0,168.0,童装,L,2024-07-28 21:07:47,夏季,混纺
404,SPU095,SPU095-绿色-S,西装外套热卖款,绿色 加长,绿色,加长,455.0,444.0,童装,S,2024-06-25 09:21:36,夏季,涤纶
405,SPU095,SPU095-绿色-XL,西装外套热卖款,绿色 标准,绿色,标准,183.0,411.0,童装,XL,2025-03-30 10:09:01,夏季,麻
406,SPU096,SPU096-灰色-XL,羊毛衫热卖款,灰色 短款,灰色,短款,66.0,198.0,女装,XL,2025-08-28 06:58:39,冬季,羊毛
407,SPU096,SPU096-灰色-XL,羊毛衫热卖款,灰色 修身,灰色,修身,149.0,360.0,女装,XL,2025-09-26 14:49:46,冬季,丝
408,SPU096,SPU096-灰色-XL,羊毛衫热卖款,灰色 标准,灰色,标准,475.0,211.0,女装,XL,2025-08-03 03:13:18,冬季,混纺
409,SPU096,SPU096-灰色-XL,羊毛衫热卖款,灰色 加长,灰色,加长,371.0,571.0,女装,XL,2025-01-15 00:11:27,冬季,涤纶
410,SPU096,SPU096-灰色-M,羊毛衫热卖款,灰色 宽松,灰色,宽松,323.0,701.0,女装,M,2025-09-03 12:32:04,冬季,丝
411,SPU097,SPU097-蓝色-XS,羽绒服经典款,蓝色 宽松,蓝色,宽松,312.0,204.0,男装,XS,2025-01-16 19:36:12,秋冬,棉
412,SPU097,SPU097-蓝色-XL,羽绒服经典款,蓝色 标准,蓝色,标准,375.0,622.0,男装,XL,2025-10-07 12:13:00,秋冬,羊毛
413,SPU097,SPU097-蓝色-XXXL,羽绒服经典款,蓝色 加长,蓝色,加长,328.0,219.0,男装,XXXL,2025-02-03 19:17:18,秋冬,丝
414,SPU097,SPU097-蓝色-M,羽绒服经典款,蓝色 短款,蓝色,短款,434.0,320.0,男装,M,2024-10-30 00:08:24,秋冬,丝
415,SPU097,SPU097-蓝色-XXXL,羽绒服经典款,蓝色 加长,蓝色,加长,342.0,710.0,男装,XXXL,2024-07-27 06:57:48,秋冬,麻
416,SPU098,SPU098-绿色-XXXL,休闲裤热卖款,绿色 修身,绿色,修身,351.0,145.0,女装,XXXL,2024-03-06 17:29:42,秋季,涤纶
417,SPU098,SPU098-绿色-XL,休闲裤热卖款,绿色 宽松,绿色,宽松,151.0,295.0,女装,XL,2025-09-14 23:39:19,秋季,混纺
418,SPU098,SPU098-绿色-S,休闲裤热卖款,绿色 宽松,绿色,宽松,210.0,422.0,女装,S,2024-09-20 16:15:42,秋季,混纺
419,SPU099,SPU099-棕色-L,短裤夏季款,棕色 宽松,棕色,宽松,214.0,123.0,童装,L,2025-03-10 16:03:40,夏季,混纺
420,SPU099,SPU099-棕色-S,短裤夏季款,棕色 标准,棕色,标准,278.0,290.0,童装,S,2024-07-30 16:06:39,夏季,羊毛
421,SPU099,SPU099-棕色-S,短裤夏季款,棕色 修身,棕色,修身,251.0,466.0,童装,S,2025-01-24 22:28:24,夏季,涤纶
422,SPU100,SPU100-棕色-M,百褶裙秋冬款,棕色 宽松,棕色,宽松,153.0,602.0,女装,M,2025-07-25 13:32:15,春夏,涤纶
423,SPU100,SPU100-棕色-XS,百褶裙秋冬款,棕色 短款,棕色,短款,170.0,294.0,女装,XS,2025-02-26 17:48:55,春夏,混纺
424,SPU100,SPU100-棕色-L,百褶裙秋冬款,棕色 修身,棕色,修身,458.0,193.0,女装,L,2024-06-12 00:36:01,春夏,丝
425,SPU100,SPU100-棕色-XS,百褶裙秋冬款,棕色 宽松,棕色,宽松,152.0,510.0,女装,XS,2025-01-08 18:22:23,春夏,羊毛
426,SPU101,SPU101-绿色-S,连帽卫衣春季款,绿色 短款,绿色,短款,447.0,136.0,女装,S,2024-11-08 02:46:42,夏季,混纺
427,SPU101,SPU101-绿色-S,连帽卫衣春季款,绿色 宽松,绿色,宽松,265.0,409.0,女装,S,2024-01-04 15:26:11,夏季,麻
428,SPU101,SPU101-绿色-L,连帽卫衣春季款,绿色 修身,绿色,修身,294.0,250.0,女装,L,2025-08-23 01:30:49,夏季,麻
429,SPU101,SPU101-绿色-XL,连帽卫衣春季款,绿色 短款,绿色,短款,54.0,401.0,女装,XL,2025-01-19 06:45:18,夏季,棉
430,SPU102,SPU102-绿色-L,套头卫衣秋冬款,绿色 短款,绿色,短款,413.0,530.0,运动,L,2024-11-22 07:30:25,秋冬,麻
431,SPU102,SPU102-绿色-XS,套头卫衣秋冬款,绿色 标准,绿色,标准,390.0,521.0,运动,XS,2025-06-24 14:13:35,秋冬,麻
432,SPU102,SPU102-绿色-M,套头卫衣秋冬款,绿色 标准,绿色,标准,278.0,460.0,运动,M,2024-11-11 19:00:58,秋冬,混纺
433,SPU102,SPU102-绿色-XL,套头卫衣秋冬款,绿色 标准,绿色,标准,440.0,274.0,运动,XL,2025-07-08 11:59:05,秋冬,丝
434,SPU102,SPU102-绿色-XL,套头卫衣秋冬款,绿色 加长,绿色,加长,100.0,630.0,运动,XL,2023-12-09 08:56:13,秋冬,涤纶
435,SPU103,SPU103-红色-XXL,家居服经典款,红色 短款,红色,短款,262.0,214.0,内衣,XXL,2025-10-29 17:51:27,春季,棉
436,SPU103,SPU103-红色-XXXL,家居服经典款,红色 标准,红色,标准,93.0,703.0,内衣,XXXL,2025-05-01 11:23:04,春季,丝
437,SPU103,SPU103-红色-M,家居服经典款,红色 宽松,红色,宽松,400.0,634.0,内衣,M,2024-10-10 20:01:45,春季,涤纶
438,SPU103,SPU103-红色-XL,家居服经典款,红色 短款,红色,短款,187.0,636.0,内衣,XL,2025-02-02 10:14:04,春季,麻
439,SPU104,SPU104-橙色-XL,羊毛衫热卖款,橙色 短款,橙色,短款,145.0,570.0,女装,XL,2023-11-25 07:08:01,春夏,丝
440,SPU104,SPU104-橙色-M,羊毛衫热卖款,橙色 宽松,橙色,宽松,395.0,650.0,女装,M,2023-12-29 15:23:00,春夏,涤纶
441,SPU104,SPU104-橙色-M,羊毛衫热卖款,橙色 标准,橙色,标准,481.0,787.0,女装,M,2024-10-25 02:47:36,春夏,混纺
442,SPU105,SPU105-米色-XL,速干短裤秋冬款,米色 宽松,米色,宽松,470.0,430.0,运动,XL,2024-07-10 20:48:50,秋冬,丝
443,SPU105,SPU105-米色-XXL,速干短裤秋冬款,米色 宽松,米色,宽松,188.0,609.0,运动,XXL,2024-12-04 22:56:44,秋冬,混纺
444,SPU105,SPU105-米色-XXL,速干短裤秋冬款,米色 加长,米色,加长,189.0,494.0,运动,XXL,2024-04-30 19:20:27,秋冬,麻
445,SPU105,SPU105-米色-XS,速干短裤秋冬款,米色 加长,米色,加长,75.0,386.0,运动,XS,2024-04-05 19:53:01,秋冬,混纺
446,SPU105,SPU105-米色-M,速干短裤秋冬款,米色 加长,米色,加长,395.0,114.0,运动,M,2024-08-24 00:35:12,秋冬,混纺
447,SPU106,SPU106-蓝色-XL,牛仔裤春季款,蓝色 标准,蓝色,标准,425.0,117.0,男装,XL,2025-09-17 13:51:20,秋季,麻
448,SPU106,SPU106-蓝色-XXXL,牛仔裤春季款,蓝色 标准,蓝色,标准,301.0,617.0,男装,XXXL,2024-01-26 16:43:40,秋季,涤纶
449,SPU106,SPU106-蓝色-均码,牛仔裤春季款,蓝色 标准,蓝色,标准,98.0,270.0,男装,均码,2024-07-05 11:44:43,秋季,丝
450,SPU107,SPU107-绿色-均码,风衣经典款,绿色 修身,绿色,修身,402.0,373.0,女装,均码,2025-04-29 11:18:09,冬季,混纺
451,SPU107,SPU107-绿色-均码,风衣经典款,绿色 宽松,绿色,宽松,176.0,525.0,女装,均码,2025-08-08 22:04:42,冬季,麻
452,SPU107,SPU107-绿色-XS,风衣经典款,绿色 修身,绿色,修身,75.0,340.0,女装,XS,2024-09-15 18:16:39,冬季,羊毛
453,SPU107,SPU107-绿色-XXL,风衣经典款,绿色 加长,绿色,加长,466.0,178.0,女装,XXL,2025-09-26 21:23:07,冬季,涤纶
454,SPU107,SPU107-绿色-S,风衣经典款,绿色 标准,绿色,标准,490.0,613.0,女装,S,2025-05-28 08:49:44,冬季,涤纶
455,SPU108,SPU108-黄色-XL,家居服新款,黄色 短款,黄色,短款,140.0,162.0,内衣,XL,2025-07-28 00:57:40,春夏,涤纶
456,SPU108,SPU108-黄色-XXL,家居服新款,黄色 短款,黄色,短款,296.0,562.0,内衣,XXL,2024-03-31 02:45:05,春夏,羊毛
457,SPU108,SPU108-黄色-XL,家居服新款,黄色 修身,黄色,修身,113.0,639.0,内衣,XL,2024-09-10 07:06:47,春夏,混纺
458,SPU109,SPU109-棕色-XXL,家居服热卖款,棕色 标准,棕色,标准,457.0,412.0,内衣,XXL,2025-06-28 18:45:26,秋冬,涤纶
459,SPU109,SPU109-棕色-M,家居服热卖款,棕色 标准,棕色,标准,261.0,423.0,内衣,M,2024-07-10 00:45:12,秋冬,丝
460,SPU109,SPU109-棕色-L,家居服热卖款,棕色 标准,棕色,标准,165.0,623.0,内衣,L,2024-04-27 04:09:16,秋冬,棉
461,SPU109,SPU109-棕色-M,家居服热卖款,棕色 修身,棕色,修身,339.0,399.0,内衣,M,2024-03-04 23:59:18,秋冬,麻
462,SPU109,SPU109-棕色-XS,家居服热卖款,棕色 短款,棕色,短款,77.0,793.0,内衣,XS,2025-10-21 12:37:36,秋冬,丝
463,SPU110,SPU110-黄色-XXXL,长袖T恤秋冬款,黄色 修身,黄色,修身,482.0,711.0,男装,XXXL,2025-06-24 05:32:15,冬季,丝
464,SPU110,SPU110-黄色-均码,长袖T恤秋冬款,黄色 标准,黄色,标准,309.0,544.0,男装,均码,2024-09-01 06:17:57,冬季,混纺
465,SPU110,SPU110-黄色-S,长袖T恤秋冬款,黄色 短款,黄色,短款,91.0,491.0,男装,S,2024-09-11 18:59:04,冬季,棉
466,SPU111,SPU111-白色-S,POLO衫春季款,白色 短款,白色,短款,465.0,527.0,童装,S,2025-05-23 15:40:02,春夏,涤纶
467,SPU111,SPU111-白色-S,POLO衫春季款,白色 加长,白色,加长,418.0,426.0,童装,S,2025-09-03 06:23:46,春夏,混纺
468,SPU111,SPU111-白色-M,POLO衫春季款,白色 标准,白色,标准,83.0,553.0,童装,M,2024-05-09 00:23:42,春夏,丝
469,SPU111,SPU111-白色-均码,POLO衫春季款,白色 短款,白色,短款,402.0,618.0,童装,均码,2025-01-22 21:26:59,春夏,麻
470,SPU111,SPU111-白色-XS,POLO衫春季款,白色 加长,白色,加长,309.0,104.0,童装,XS,2023-11-20 04:04:19,春夏,麻
471,SPU112,SPU112-红色-L,运动长裤春季款,红色 标准,红色,标准,242.0,281.0,运动,L,2025-05-29 06:11:20,秋冬,涤纶
472,SPU112,SPU112-红色-XXL,运动长裤春季款,红色 短款,红色,短款,256.0,566.0,运动,XXL,2024-02-01 10:44:47,秋冬,羊毛
473,SPU112,SPU112-红色-XXL,运动长裤春季款,红色 短款,红色,短款,119.0,641.0,运动,XXL,2025-09-10 09:38:33,秋冬,涤纶
474,SPU113,SPU113-白色-S,家居服新款,白色 修身,白色,修身,290.0,761.0,内衣,S,2023-11-20 22:54:50,春夏,棉
475,SPU113,SPU113-白色-M,家居服新款,白色 短款,白色,短款,207.0,148.0,内衣,M,2024-03-04 17:04:02,春夏,丝
476,SPU113,SPU113-白色-L,家居服新款,白色 宽松,白色,宽松,141.0,214.0,内衣,L,2023-11-13 23:03:46,春夏,丝
477,SPU113,SPU113-白色-L,家居服新款,白色 宽松,白色,宽松,398.0,119.0,内衣,L,2025-07-09 04:11:36,春夏,麻
478,SPU114,SPU114-米色-XS,家居服新款,米色 加长,米色,加长,440.0,698.0,内衣,XS,2024-10-20 13:03:30,秋冬,涤纶
479,SPU114,SPU114-米色-XXXL,家居服新款,米色 修身,米色,修身,251.0,379.0,内衣,XXXL,2024-07-02 01:08:25,秋冬,涤纶
480,SPU114,SPU114-米色-XXXL,家居服新款,米色 短款,米色,短款,417.0,165.0,内衣,XXXL,2024-09-06 21:45:43,秋冬,涤纶
481,SPU115,SPU115-黄色-S,家居服春季款,黄色 宽松,黄色,宽松,390.0,184.0,内衣,S,2024-10-20 14:46:43,春季,麻
482,SPU115,SPU115-黄色-XXL,家居服春季款,黄色 标准,黄色,标准,237.0,247.0,内衣,XXL,2024-09-21 02:20:10,春季,棉
483,SPU115,SPU115-黄色-XXL,家居服春季款,黄色 加长,黄色,加长,165.0,178.0,内衣,XXL,2025-02-10 20:56:35,春季,麻
484,SPU115,SPU115-黄色-XS,家居服春季款,黄色 修身,黄色,修身,221.0,394.0,内衣,XS,2025-01-16 15:37:52,春季,棉
485,SPU115,SPU115-黄色-XXL,家居服春季款,黄色 标准,黄色,标准,476.0,686.0,内衣,XXL,2025-04-09 19:59:41,春季,麻
486,SPU116,SPU116-灰色-L,家居服热卖款,灰色 修身,灰色,修身,343.0,667.0,内衣,L,2025-03-03 13:29:29,秋季,麻
487,SPU116,SPU116-灰色-XS,家居服热卖款,灰色 标准,灰色,标准,378.0,728.0,内衣,XS,2024-04-13 12:20:16,秋季,棉
488,SPU116,SPU116-灰色-M,家居服热卖款,灰色 宽松,灰色,宽松,130.0,106.0,内衣,M,2024-08-25 11:05:45,秋季,羊毛
489,SPU116,SPU116-灰色-M,家居服热卖款,灰色 宽松,灰色,宽松,363.0,634.0,内衣,M,2025-07-06 10:05:36,秋季,棉
490,SPU116,SPU116-灰色-L,家居服热卖款,灰色 标准,灰色,标准,217.0,390.0,内衣,L,2024-08-15 22:56:46,秋季,涤纶
491,SPU117,SPU117-白色-M,短裤秋冬款,白色 短款,白色,短款,484.0,619.0,女装,M,2024-09-19 05:49:38,夏季,混纺
492,SPU117,SPU117-白色-M,短裤秋冬款,白色 标准,白色,标准,446.0,177.0,女装,M,2023-12-05 12:07:17,夏季,涤纶
493,SPU117,SPU117-白色-XS,短裤秋冬款,白色 加长,白色,加长,142.0,383.0,女装,XS,2025-08-23 20:07:16,夏季,丝
494,SPU117,SPU117-白色-XL,短裤秋冬款,白色 短款,白色,短款,194.0,648.0,女装,XL,2024-01-09 07:21:57,夏季,丝
495,SPU118,SPU118-绿色-XS,西装外套夏季款,绿色 宽松,绿色,宽松,461.0,133.0,男装,XS,2025-05-07 11:13:12,冬季,麻
496,SPU118,SPU118-绿色-M,西装外套夏季款,绿色 宽松,绿色,宽松,95.0,344.0,男装,M,2024-10-16 10:42:35,冬季,涤纶
497,SPU118,SPU118-绿色-S,西装外套夏季款,绿色 加长,绿色,加长,495.0,179.0,男装,S,2025-01-15 03:32:23,冬季,麻
498,SPU119,SPU119-米色-均码,针织衫秋冬款,米色 宽松,米色,宽松,436.0,667.0,童装,均码,2025-07-10 10:45:21,秋冬,棉
499,SPU119,SPU119-米色-XL,针织衫秋冬款,米色 加长,米色,加长,261.0,732.0,童装,XL,2024-03-10 14:08:16,秋冬,涤纶
500,SPU119,SPU119-米色-XXL,针织衫秋冬款,米色 短款,米色,短款,215.0,530.0,童装,XXL,2024-04-09 14:43:02,秋冬,混纺
501,SPU119,SPU119-米色-S,针织衫秋冬款,米色 加长,米色,加长,272.0,682.0,童装,S,2024-05-07 18:56:24,秋冬,羊毛
502,SPU120,SPU120-白色-L,风衣秋冬款,白色 短款,白色,短款,108.0,760.0,男装,L,2025-02-06 07:59:28,春季,涤纶
503,SPU120,SPU120-白色-S,风衣秋冬款,白色 修身,白色,修身,373.0,298.0,男装,S,2024-04-22 22:50:31,春季,羊毛
504,SPU120,SPU120-白色-S,风衣秋冬款,白色 宽松,白色,宽松,152.0,229.0,男装,S,2024-10-12 22:50:58,春季,混纺
505,SPU121,SPU121-粉色-均码,家居服春季款,粉色 短款,粉色,短款,284.0,504.0,内衣,均码,2024-10-16 00:01:50,冬季,丝
506,SPU121,SPU121-粉色-M,家居服春季款,粉色 标准,粉色,标准,240.0,563.0,内衣,M,2025-09-06 06:39:10,冬季,羊毛
507,SPU121,SPU121-粉色-XS,家居服春季款,粉色 加长,粉色,加长,334.0,656.0,内衣,XS,2024-02-22 13:12:18,冬季,涤纶
508,SPU121,SPU121-粉色-XS,家居服春季款,粉色 宽松,粉色,宽松,336.0,685.0,内衣,XS,2024-05-27 11:37:51,冬季,涤纶
509,SPU122,SPU122-米色-XXL,短裤经典款,米色 修身,米色,修身,307.0,439.0,童装,XXL,2025-08-31 16:14:48,冬季,丝
510,SPU122,SPU122-米色-L,短裤经典款,米色 短款,米色,短款,233.0,795.0,童装,L,2025-05-01 16:18:05,冬季,麻
511,SPU122,SPU122-米色-XL,短裤经典款,米色 短款,米色,短款,248.0,621.0,童装,XL,2024-08-29 06:51:59,冬季,混纺
512,SPU123,SPU123-粉色-XXL,家居服夏季款,粉色 宽松,粉色,宽松,165.0,665.0,内衣,XXL,2024-04-02 06:17:53,春季,麻
513,SPU123,SPU123-粉色-均码,家居服夏季款,粉色 修身,粉色,修身,351.0,340.0,内衣,均码,2024-06-17 20:20:06,春季,羊毛
514,SPU123,SPU123-粉色-XL,家居服夏季款,粉色 修身,粉色,修身,402.0,399.0,内衣,XL,2024-07-29 07:29:38,春季,棉
515,SPU123,SPU123-粉色-M,家居服夏季款,粉色 修身,粉色,修身,152.0,420.0,内衣,M,2025-05-03 21:25:04,春季,棉
516,SPU123,SPU123-粉色-S,家居服夏季款,粉色 短款,粉色,短款,371.0,188.0,内衣,S,2025-02-21 18:04:13,春季,丝
517,SPU124,SPU124-绿色-XXXL,训练外套秋冬款,绿色 短款,绿色,短款,493.0,158.0,运动,XXXL,2025-05-11 13:18:15,秋冬,羊毛
518,SPU124,SPU124-绿色-M,训练外套秋冬款,绿色 加长,绿色,加长,419.0,720.0,运动,M,2024-11-27 14:34:24,秋冬,羊毛
519,SPU124,SPU124-绿色-L,训练外套秋冬款,绿色 宽松,绿色,宽松,428.0,255.0,运动,L,2025-02-20 11:10:10,秋冬,棉
520,SPU124,SPU124-绿色-L,训练外套秋冬款,绿色 标准,绿色,标准,287.0,646.0,运动,L,2025-06-22 16:02:06,秋冬,羊毛
521,SPU125,SPU125-紫色-XS,休闲裤经典款,紫色 短款,紫色,短款,213.0,261.0,童装,XS,2024-05-12 04:20:10,秋季,羊毛
522,SPU125,SPU125-紫色-M,休闲裤经典款,紫色 标准,紫色,标准,121.0,576.0,童装,M,2025-02-02 10:20:02,秋季,混纺
523,SPU125,SPU125-紫色-L,休闲裤经典款,紫色 宽松,紫色,宽松,293.0,769.0,童装,L,2025-08-16 16:33:46,秋季,麻
524,SPU125,SPU125-紫色-L,休闲裤经典款,紫色 标准,紫色,标准,72.0,778.0,童装,L,2025-04-16 19:45:39,秋季,麻
525,SPU125,SPU125-紫色-XL,休闲裤经典款,紫色 加长,紫色,加长,455.0,780.0,童装,XL,2025-07-08 10:55:03,秋季,麻
526,SPU126,SPU126-粉色-M,包臀裙热卖款,粉色 标准,粉色,标准,50.0,276.0,女装,M,2024-05-17 03:09:47,春夏,羊毛
527,SPU126,SPU126-粉色-XL,包臀裙热卖款,粉色 宽松,粉色,宽松,465.0,529.0,女装,XL,2025-08-12 01:50:21,春夏,棉
528,SPU126,SPU126-粉色-XS,包臀裙热卖款,粉色 加长,粉色,加长,113.0,437.0,女装,XS,2025-06-05 03:21:50,春夏,涤纶
529,SPU126,SPU126-粉色-L,包臀裙热卖款,粉色 加长,粉色,加长,404.0,552.0,女装,L,2025-05-13 01:53:42,春夏,麻
530,SPU127,SPU127-蓝色-L,家居服秋冬款,蓝色 标准,蓝色,标准,82.0,774.0,内衣,L,2025-03-12 11:34:44,冬季,丝
531,SPU127,SPU127-蓝色-M,家居服秋冬款,蓝色 加长,蓝色,加长,106.0,618.0,内衣,M,2023-12-04 14:53:28,冬季,混纺
532,SPU127,SPU127-蓝色-M,家居服秋冬款,蓝色 宽松,蓝色,宽松,250.0,571.0,内衣,M,2025-09-25 04:59:39,冬季,丝
533,SPU127,SPU127-蓝色-XS,家居服秋冬款,蓝色 修身,蓝色,修身,284.0,467.0,内衣,XS,2025-04-23 16:18:32,冬季,混纺
534,SPU127,SPU127-蓝色-均码,家居服秋冬款,蓝色 宽松,蓝色,宽松,347.0,309.0,内衣,均码,2024-09-28 23:58:33,冬季,棉
535,SPU128,SPU128-棕色-均码,针织连衣裙新款,棕色 宽松,棕色,宽松,82.0,785.0,女装,均码,2024-09-02 10:45:34,春季,混纺
536,SPU128,SPU128-棕色-XXL,针织连衣裙新款,棕色 标准,棕色,标准,477.0,129.0,女装,XXL,2025-04-19 12:13:01,春季,丝
537,SPU128,SPU128-棕色-S,针织连衣裙新款,棕色 加长,棕色,加长,242.0,218.0,女装,S,2025-07-04 23:04:07,春季,混纺
538,SPU128,SPU128-棕色-均码,针织连衣裙新款,棕色 标准,棕色,标准,151.0,172.0,女装,均码,2024-02-05 18:35:57,春季,混纺
539,SPU128,SPU128-棕色-XXL,针织连衣裙新款,棕色 宽松,棕色,宽松,441.0,565.0,女装,XXL,2024-04-09 18:14:47,春季,混纺
540,SPU129,SPU129-米色-XS,家居服秋冬款,米色 修身,米色,修身,439.0,296.0,内衣,XS,2025-03-24 07:23:43,夏季,混纺
541,SPU129,SPU129-米色-XL,家居服秋冬款,米色 标准,米色,标准,338.0,330.0,内衣,XL,2025-01-19 05:02:04,夏季,混纺
